"Mon, 5-Nov-01",20107,
"Tue, 6-Nov-01",20284,
"Wed, 7-Nov-01",20268,
"Thu, 8-Nov-01",20054,
"Fri, 9-Nov-01",20000,
"Sat, 10-Nov-01",19342,
"Sun, 11-Nov-01",19386,
"Mon, 12-Nov-01",19529,
"Tue, 13-Nov-01",20124,
"Wed, 14-Nov-01",20024,
"Thu, 15-Nov-01",19990,"Nov. 15"
"Fri, 16-Nov-01",19897,
"Sat, 17-Nov-01",19307,
"Sun, 18-Nov-01",19354,
"Mon, 19-Nov-01",19924,
"Tue, 20-Nov-01",19929,
"Wed, 21-Nov-01",19783,
"Thu, 22-Nov-01",19171,
"Fri, 23-Nov-01",19449,
"Sat, 24-Nov-01",19292,
"Sun, 25-Nov-01",19370,
"Mon, 26-Nov-01",19892,
"Tue, 27-Nov-01",19882,
"Wed, 28-Nov-01",19685,
"Thu, 29-Nov-01",19561,
"Fri, 30-Nov-01",19399,
"Sat, 1-Dec-01",18841,"Dec. 1"
"Sun, 2-Dec-01",18919,
"Mon, 3-Dec-01",19497,
"Tue, 4-Dec-01",19654,
"Wed, 5-Dec-01",19524,
"Thu, 6-Dec-01",19359,
"Fri, 7-Dec-01",19253,
"Sat, 8-Dec-01",18702,
"Sun, 9-Dec-01",18730,
"Mon, 10-Dec-01",19294,
"Tue, 11-Dec-01",19390,
"Wed, 12-Dec-01",19440,
"Thu, 13-Dec-01",19320,
"Fri, 14-Dec-01",19276,
"Sat, 15-Dec-01",18645,"Dec. 15"
"Sun, 16-Dec-01",18696,
"Mon, 17-Dec-01",19182,
"Tue, 18-Dec-01",19281,
"Wed, 19-Dec-01",19179,
"Thu, 20-Dec-01",18954,
"Fri, 21-Dec-01",18921,
"Sat, 22-Dec-01",18268,
"Sun, 23-Dec-01",18337,
"Mon, 24-Dec-01",18448,
"Tue, 25-Dec-01",18505,
"Wed, 26-Dec-01",18921,
"Thu, 27-Dec-01",19120,
"Fri, 28-Dec-01",19255,
"Sat, 29-Dec-01",18806,
"Sun, 30-Dec-01",18860,
"Mon, 31-Dec-01",19175,
